Age,YearsOfWorking,Gender,Residence,RecentJob.Position,RecentJob.Firm,RecentJob.StartDate,RecentJob.EndDate,Position,Industry,HistoryJob1.Position,HistoryJob1.Firm,HistoryJob1.StartDate,HistoryJob1.EndDate,HistoryJob2.Position,HistoryJob2.Firm,HistoryJob2.StartDate,HistoryJob2.EndDate,EducationBackground,Major,University,ExpectedSalary.LowerLimit,ExpectedSalary.UpperLimit,RecentJob.Months,HistoryJob1.Months,HistoryJob2.Months
27,3,女,上海-黄浦区,产品经理/主管  ,  北京京东尚科信息技术有限公司（1号店）  ,9/1/2015,,产品经理/主管,互联网/电子商务,测试工程师  ,  Pearson Education LTD（培生教育集团）   ,7/1/2014,8/1/2015,,,,,硕士,计算机网络,宾夕法尼亚大学,1500,1999,,13,
29,5,女,上海-浦东新区,QA工程师  ,  Ebay  ,10/1/2014,,其他,互联网/电子商务,软件测试工程师  ,  文思海辉信息技术有限公司   ,7/1/2012,7/1/2014,,,,,硕士,软件工程,University of Wisconsin – La Crosse,30000,39999,,24,
23,1,男,上海-浦东新区,游戏策划师  ,  上海创幻网络科技有限公司  ,8/1/2016,4/1/2017,游戏策划师,网络游戏,软件测试QA  ,  博特盈(上海)信息科技有限公司   ,5/1/2016,7/1/2016,平面设计师  ,  上海淘米网络科技有限公司   ,7/1/2015,10/1/2015,本科,艺术设计,上海工程技术大学,6000,7999,8,2,3
26,3,男,上海-浦东新区,Product Specialist  ,  SAP中国研究院  ,8/1/2015,,系统分析员,计算机软件,销售工程师  ,  上海径点软件科技有限公司   ,2/1/2014,8/1/2015,,,,,硕士,软件工程,帝国理工学院,10000,14999,,18,
34,13,男,上海-虹口区,品质经理  ,  USA company(Top 10)  ,6/1/2012,,品质经理,计算机服务(系统、数据服务、维修),Test Aritect  ,  Top 3 IT company(IBM)   ,5/1/2010,12/1/2011,Senior test leader in automation Test Team  ,  美国上市公司(Top 5 Software company)   ,11/1/2007,4/1/2010,硕士,工商管理,香港大学,30000,39999,,19,29
26,1,女,上海-闸北区,外贸销售  ,  上海航天科工电器研究院有限公司  ,8/1/2016,,销售工程师,机械/设备/重工,（海外）软件测试实习生  ,  中兴通讯（ZTE）法国分公司   ,8/1/2015,2/1/2016,（海外）汇款业务实习生  ,  法国鼎盛国际金融服务公司   ,7/1/2015,8/1/2015,MBA,金融学,法国行政与管理预备学院,15000,19999,,6,1
21,1,女,上海-虹口区,软件测试  ,  上海翰鑫商业保理有限公司  ,1/1/2016,,测试员,计算机软件,人事助理  ,  恒丰建材有限公司   ,6/1/2013,9/1/2013,网络管理(Helpdesk)  ,  当涂公安局   ,6/1/2012,9/1/2012,本科,信息科学技术,Cenria university of Applied Sciences,8000,9999,,3,3
40,19,女,上海-杨浦区,项目总监 质量总监  ,  中国电子科技集团CETC一级企业，某软件企业  ,7/1/2010,,品质经理,计算机软件,QA主管  ,  Sony 中国有限公司（上海）分公司   ,9/1/2004,7/1/2010,软件质量保证  ,  上海技菱系统集成有限公司   ,9/1/2002,9/1/2004,MBA,工商管理,美国韦伯斯特大学,1500以下 ,,,70,24
23,3,男,上海,（海外）软件工程师  ,  美国通用电气公司  ,5/1/2016,,软件工程师,计算机软件,软件测试  ,  甲骨文股份有限公司   ,1/1/2015,8/1/2015,业务分析经理/主管  ,  Thompson Specialties Middle East   ,7/1/2012,8/1/2012,本科,汉语言文学,复旦大学,25000,29999,,7,1
42,21,男,上海,项目经理  ,  上海履足互联网科技有限公司  ,2/1/2016,,项目经理,互联网/电子商务,高级测试经理  ,  鑫诺迪电子科技(上海)有限公司   ,4/1/2015,2/1/2016,品质经理  ,  精迪敏移动互联网有限公司   ,12/1/2013,4/1/2015,硕士,通信工程,Aalborg University,20000,24999,,10,16
20,0,男,上海,,,,,,,,,,,,,,,本科,软件工程,澳洲国立大学(Australian National University),1500以下 ,,,,
26,0,男,上海-嘉定区,学生实践  ,  同济大学图形图像研究中心实习  ,7/1/2012,10/1/2012,实习生,,,,,,,,,,本科,软件工程,同济大学,,,3,,
32,8,男,上海,技术支持&软件测试  ,  凯捷咨询  ,6/1/2011,9/1/2015,技术支持/维护经理,外包服务,Programmer Analyst  ,  Cognizant Technology Solutions   ,10/1/2010,6/1/2011,软件测试  ,  Strategic System Solution(灵川软件-杭州)   ,11/1/2009,10/1/2010,硕士,计算机科学与技术,Swansea University(英国),20000,24999,51,8,11
27,5,男,上海-虹口区,Java高级开发工程师  ,  饿了么  ,3/1/2016,,互联网软件开发工程师,互联网/电子商务,高级测试工程师  ,  上海富友支付服务有限公司   ,3/1/2012,,,,,,本科,朝鲜语,上海外国语大学贤达经济人文学院,1500以下 ,,,,
26,1,女,上海-杨浦区,英语翻译  ,  上海沛欣家居用品有限公司  ,6/1/2016,7/1/2016,英语翻译,贸易/进出口,英语翻译  ,  展会翻译   ,4/1/2016,6/1/2016,代课老师  ,  上海电机学院成人继续教育学院   ,10/1/2015,6/1/2016,硕士,英语,塔尔图大学,8000,9999,1,2,8
28,6,男,上海-嘉定区,（海外）高级测试工程师  ,  上海先锋商泰电子技术有限公司  ,11/1/2015,,测试工程师,计算机软件,软件工程师  ,  大连村松慧邦环境设备有限公司   ,7/1/2011,10/1/2013,学生实践  ,  济南七贤中学   ,12/1/2010,1/1/2011,本科,日语,横浜デザイン学院,15000,19999,,27,1
30,6,女,上海-徐汇区,CRM实施顾问  ,  DXC Technology  ,8/1/2016,,ERP实施顾问,计算机软件,ERP实施顾问  ,  陆逊梯卡（中国）投资有限公司   ,1/1/2014,,ERP实施顾问  ,  联想（北京）有限公司   ,6/1/2011,12/1/2013,硕士,工业设计,杜伦大学,20000,24999,,,30
32,2,男,上海,市场/营销/拓展经理  ,  上海禾悦健康咨询有限公司  ,3/1/2016,,市场/营销/拓展经理,教育/培训/院校,经理助理/秘书  ,  上海强威机械制造有限公司   ,9/1/2015,3/1/2016,测试员  ,  上海唯晶信息科技有限公司   ,7/1/2008,3/1/2009,本科,经济学,俄勒冈州立大学,8000,9999,,6,8
27,0,女,上海-浦东新区,学生实践  ,  IT  ,6/1/2015,9/1/2015,实习生,,学生实践  ,  Helpdesk和技术支持   ,6/1/2014,9/1/2014,,,,,硕士,计算机科学,Oregon State University,6000,7999,3,3,
26,0,女,上海-闵行区,,,,,,,,,,,,,,,硕士,通信工程,上海交通大学,1500以下 ,,,,
35,13,女,上海,车机测试TL  ,  斑马信息科技有限公司  ,5/1/2015,,系统测试,汽车及零配件,（海外）项目主管  ,  商和电子有限公司   ,7/1/2008,,（海外）系统工程师  ,  上海裕日软件有限公司(2年日本)   ,7/1/2004,6/1/2008,本科,计算机科学与技术,河海大学,30000,39999,,,47
24,0,女,上海-闵行区,编辑助理  ,  中国日报欧洲分社  ,10/1/2016,1/1/2017,美术编辑,文字媒体/出版,学生实践  ,  中南财经政法大学工会网站建立   ,4/1/2013,11/1/2013,学生实践  ,  创建武汉旅游推荐网   ,2/1/2013,6/1/2013,硕士,管理科学与工程类,华威大学,8000,9999,3,7,4
35,11,男,上海,软件项目经理  ,  中船集团中船信息科技有限公司  ,4/1/2015,,项目经理,机械/设备/重工,软件系统工程师  ,  中船集团外高桥造船有限公司   ,4/1/2006,4/1/2015,,,,,硕士,计算机科学与技术,华中科技大学,15000,19999,,108,
27,5,男,上海-普陀区,Java开发工程师  ,  上海新致软件有限公司  ,6/1/2012,9/1/2014,软件工程师,计算机软件,实习生  ,  上海市普陀区人民政府   ,7/1/2011,9/1/2011,学生实践  ,  学校组织赴利物浦约翰莫尔斯大学交流学习活动   ,7/1/2010,8/1/2010,硕士,计算机科学,美国乔治华盛顿大学,3000,4499,27,2,1
35,8,男,上海-松江区,测试工程师  ,  达丰（上海）电脑有限公司  ,2/1/2016,4/1/2017,硬件工程师,计算机硬件,兼职教师  ,  百瀚外语   ,11/1/2014,9/1/2015,知识产权/专利/商标  ,  立扬国际专利商标事务所   ,8/1/2014,9/1/2014,硕士,物理学,National Taiwan University,15000,19999,14,10,1
27,0,女,上海,Web前端开发  ,  埃维诺IT咨询公司  ,11/1/2016,1/1/2017,Web前端开发,计算机服务(系统、数据服务、维修),软件测试  ,  飞利浦(照明)有限公司   ,7/1/2016,9/1/2016,兼职教师  ,  上海海事大学海华高等技术学院   ,9/1/2014,12/1/2014,硕士,计算机应用,Malardalen University,8000,9999,2,2,3
38,16,男,上海-徐汇区,APP测试Leader  ,  瞬连软件  ,8/1/2013,,其他,计算机软件,自动化测试Leader  ,  Hisense   ,7/1/2010,6/1/2013,（海外）测试Leader  ,  Nokia   ,7/1/2007,7/1/2010,本科,计算机科学与技术,吉林大学,25000,29999,,35,36
30,4,男,上海-嘉定区,android开发工程师  ,  上海温尔科技有限公司  ,1/1/2015,,软件工程师,计算机软件,（海外）手机软件开发工程师  ,  釜庆大学计算机工学移动应用研究室   ,9/1/2012,8/1/2014,（海外）无线通信工程师  ,  釜庆大学信息传输研究室   ,2/1/2012,9/1/2012,硕士,电子信息科学与技术,韩国釜山釜庆大学,8000,9999,,23,7
24,1,女,上海-浦东新区,软件测试  ,  博彦科技  ,3/1/2016,8/1/2016,测试员,计算机软件,人事助理  ,  上海沃尔玛上南店   ,1/1/2013,7/1/2014,,,,,本科,自动化,台湾建国科技大学,4500,5999,5,18,
31,8,女,上海-浦东新区,（海外）软件测试  ,  华钦信息科技股份有限公司  ,8/1/2016,,系统测试,计算机软件,软件测试  ,  北京天阳   ,12/1/2014,8/1/2016,软件测试  ,  Pactera   ,12/1/2012,12/1/2014,本科,信息管理和信息系统,重庆工商大学,20000,24999,,20,24
23,2,女,上海-闸北区,软件测试工程师&手机软件测试工程师  ,  理光图像技术（上海）有限公司  ,6/1/2016,,其他,计算机软件,软件测试  ,  富士施乐（中国）有限公司   ,3/1/2015,3/1/2016,,,,,本科,日语,苏州大学 应用技术学院,4500,5999,,12,
28,7,女,上海,需求分析  ,  华为技术有限公司德国杜塞尔多夫办事处  ,9/1/2015,,项目执行/协调人员,通信/电信/网络设备,软件测试  ,  上海惠普有限公司   ,8/1/2011,9/1/2014,项目助理+运营助理  ,  上海惠普有限公司   ,7/1/2011,8/1/2011,MBA,工商管理,德国安哈尔特应用技术大学,10000,14999,,37,1
37,13,男,上海,销售代表  ,  松下机电电器  ,8/1/2014,3/1/2015,销售代表,汽车及零配件,技术营业  ,  歌乐上海   ,4/1/2011,8/1/2014,汽车质量管理  ,  爱导汽车零部件贸易有限公司   ,8/1/2007,3/1/2011,本科,机械设计制造及其自动化,日本富山大学,10000,14999,7,40,43
26,3,女,上海-长宁区,Scrum Master  ,  思科系统（中国）研发有限公司  ,4/1/2014,9/1/2016,其他,计算机软件,测试工程师  ,  思科系统（中国）研发有限公司   ,7/1/2013,4/1/2014,,,,,硕士,电子信息科学与技术,香港城市大学,20000,24999,29,9,
34,13,男,上海-浦东新区,高级软件工程师  ,  东软集团股份有限公司  ,8/1/2015,,高级软件工程师,计算机软件,高级软件工程师  ,  文思海辉技术有限公司   ,5/1/2014,7/1/2015,高级软件工程师  ,  IBM   ,3/1/2013,4/1/2014,本科,计算机科学与技术,天津科技大学,25000,29999,,14,13
33,12,女,上海-浦东新区,高级软件工程师  ,  sap  ,5/1/2016,,高级软件工程师,计算机软件,质量管理/测试工程师(QA/QC工程师)  ,  上海惠普软件技术有限公司   ,3/1/2016,,质量管理/测试工程师(QA/QC工程师)  ,  支付宝信息技术有限公司   ,5/1/2011,3/1/2012,本科,计算机科学与技术,南京师范大学,20000,24999,,,10
23,2,男,上海-长宁区,咨询员(实习生)  ,  埃森哲（中国）有限公司  ,6/1/2016,9/1/2016,咨询员,专业服务(咨询、人力资源、财会),软件测试兼管理  ,  杭州艺易拍电子商务有限公司   ,6/1/2015,8/1/2015,数据分析(实习生)  ,  TNT集团浦东口岸   ,2/1/2015,5/1/2015,硕士,计算机科学与技术,香港浸会大学,10000,14999,3,2,3
36,12,男,上海-普陀区,品质经理  ,  SAP Labs China  ,2/1/2008,,品质经理,计算机软件,测试主管  ,  印孚瑟斯（Infosys）信息技术有限公司   ,7/1/2006,2/1/2008,软件测试  ,  E-mice（上海）信息技术有限公司   ,4/1/2005,7/1/2006,硕士,计算机信息管理,"University of Sunderland, UK",,,,19,15
29,2,男,上海-浦东新区,学生实践  ,  推荐书系统  ,7/1/2012,2/1/2013,实习生,,学生实践  ,  汽车评分系统   ,5/1/2012,8/1/2012,学生实践  ,  数据库结构设计   ,9/1/2011,11/1/2011,硕士,计算机科学与技术,Queensland University of Technology,6000,7999,7,3,2
26,5,女,上海-闸北区,产品经理/主管  ,  东方航空电子商务有限公司  ,5/1/2015,,产品经理/主管,互联网/电子商务,产品经理/主管  ,  春秋航空股份有限公司   ,9/1/2013,5/1/2015,软件测试工程师  ,  春秋航空股份有限公司   ,7/1/2012,9/1/2013,本科,信息管理和信息系统,台湾环球科技大学,20000,24999,,20,14
32,11,女,上海,产品经理/主管  ,  迅付信息科技有限公司  ,4/1/2016,,产品经理/主管,互联网/电子商务,高级产品经理（核心模块负责人）  ,  上海商派网络科技有限公司   ,11/1/2014,4/1/2016,产品经理  ,  上海瀚银信息技术有限公司   ,11/1/2013,11/1/2014,本科,计算机科学与技术,南京工业大学,30000,39999,,17,12
35,14,男,上海-徐汇区,项目程序经理  ,  云络网络科技有限公司  ,12/1/2015,,项目总监,互联网/电子商务,（海外）项目准入经理  ,  Huawei Device USA Inc.   ,5/1/2011,4/1/2015,（海外）软件测试工程师／经理  ,  Elektrobit Inc.   ,1/1/2008,4/1/2011,本科,机械电子工程/机电一体化,加州大学圣地牙哥分校,25000,29999,,47,39
43,21,男,上海-徐汇区,副总经理  ,  中国移动集团咪咕视讯科技有限公司  ,3/1/2016,,副总经理/副总裁,通信/电信/网络设备,高级项目经理  ,  腾讯科技（上海）有限公司   ,1/1/2012,2/1/2016,信息技术经理/主管  ,  中国移动浙江有限责任公司杭州分公司   ,9/1/2009,12/1/2011,硕士,计算机科学与技术,"Technical University of Munich, Germany",50000,69999,,49,27
34,12,女,上海-浦东新区,（海外）项目总监-资深质量保证（测试）经理  ,  摩根士丹利管理服务（上海）有限公司  ,12/1/2014,,项目总监,银行,（海外）项目/测试经理  ,  香港瑞士银行技术中心 （代理：高知特信息技术香港有限公司）   ,10/1/2013,7/1/2014,财富管理系统用户验收质量保证经理  ,  瑞士联合银行亚太区-财富管理   ,9/1/2013,7/1/2014,MBA,工商管理,CEIBS / HKUST,50000,69999,,9,10
30,3,女,上海-浦东新区,房地产中介/置业顾问  ,  上海链家  ,4/1/2016,,房地产中介/置业顾问,房地产,程序员  ,  DataService股份有限公司（日本）   ,4/1/2014,12/1/2015,,,,,硕士,工商管理,北陆先端科学技术大学院大学（日本）,6000,7999,,20,
27,3,女,上海-杨浦区,新型电流传感器的设计  ,  ChenYang Technologies GmbH & Co.KG  ,9/1/2014,9/1/2015,电子/电器/半导体/仪器仪表,电子技术/半导体/集成电路,,,,,,,,,硕士,仪器仪表类,上海理工大学,8000,9999,12,,
24,2,男,上海,游戏策划师  ,  成都动鱼数码科技有限公司  ,4/1/2016,2/1/2017,游戏策划师,网络游戏,软件测试  ,  成都风际网络科技股份有限公司   ,4/1/2015,4/1/2016,学生实践  ,  新加坡义安理工大学暑期夏令营   ,7/1/2012,8/1/2012,本科,信息安全,电子科技大学,8000,9999,10,12,1
29,4,女,上海-浦东新区,软件测试  ,  伊必汽车软件（上海）有限公司  ,1/1/2016,,测试员,汽车及零配件,测试工程师  ,  Zalando SE   ,8/1/2013,12/1/2015,,,,,硕士,软件工程,Bauhaus University Weimar,,,,28,
26,3,男,上海,系统工程师  ,  惠普（Hewlett-Packard Enterprise）美国印第安纳  ,2/1/2015,2/1/2017,系统工程师,计算机服务(系统、数据服务、维修),软件工程师  ,"  Boston Homes Real Estate, 美国波士顿   ",10/1/2013,4/1/2014,测试工程师(实习)  ,  Rue La La Inc. 美国波士顿   ,4/1/2013,7/1/2013,硕士,计算机工程,波士顿大学,10000,14999,24,6,3
26,2,男,上海,产品运营专员  ,  上海携泰实业有限公司  ,3/1/2016,10/1/2016,网站营运专员,互联网/电子商务,软件测试，业务  ,  创创集团-米汀信息科技有限公司   ,11/1/2015,3/1/2016,,,,,本科,俄语,托木斯克理工大学,4500,5999,7,4,
27,5,男,上海-杨浦区,学生实践  ,  上海世博会园区志愿者  ,9/1/2010,10/1/2010,实习生,,,,,,,,,,硕士,自动化,慕尼黑工业大学,10000,14999,1,,
26,2,女,上海-普陀区,技术支持  ,  上海微创软件有限公司  ,1/1/2016,,技术支持/维护经理,计算机软件,英语翻译  ,  精艺达翻译公司   ,5/1/2015,7/1/2015,记者  ,  中国日报社China Daily   ,11/1/2014,1/1/2015,硕士,英语,香港城市大学,8000,9999,,2,2
34,13,男,上海,高级投资经理  ,  中信资本  ,7/1/2016,,投资/基金项目经理,房地产,高级并购分析师（经理级别）  ,  Goodman   ,9/1/2013,7/1/2016,高级投资分析师  ,  Lend Lease   ,8/1/2011,8/1/2013,硕士,电气工程及其自动化,"West Virginia University, USA",100000及以上 ,,,34,24
28,7,男,上海-虹口区,合伙人、产品总监、市场负责人  ,  上海瞄再买科技有限公司  ,8/1/2015,,合伙人,互联网/电子商务,产品经理/主管  ,  上海美峰数码科技有限公司   ,7/1/2014,8/1/2015,软件测试  ,  上海游族信息技术有限公司   ,7/1/2013,8/1/2014,本科,行政管理,上海电视大学,15000,19999,,13,13
42,21,男,上海-杨浦区,UCD工程师，用户体验  ,  华为技术有限公司  ,10/1/2006,,计算机软件,计算机软件,（海外）软件测试  ,  北欧网络咨询有限公司   ,3/1/2006,5/1/2006,学生实践  ,  网上课件开发   ,2/1/2002,4/1/2002,硕士,计算机科学与技术,瑞典皇家理工学院,25000,29999,,2,2
26,4,女,上海-徐汇区,（海外）科研人员  ,  Clean Water Action  ,6/1/2015,8/1/2015,科研人员,环保,（海外）科研人员  ,  旧金山大学   ,10/1/2014,10/1/2016,（海外）科研人员  ,  多伦多大学   ,8/1/2013,6/1/2014,硕士,环境科学,旧金山大学,10000,14999,2,24,10
33,7,男,上海,网络管理(Helpdesk)  ,  同方鼎欣  ,12/1/2016,,网络管理(Helpdesk),生活服务,理货员  ,  加拿大 多伦多市 阳光超市   ,1/1/2014,9/1/2016,软件工程师  ,  欧宝软件   ,11/1/2010,2/1/2011,硕士,计算机网络,加拿大瑞尔森大学,4500,5999,,32,3
23,0,男,上海,金融/经济研究员  ,  东北证券股份有限公司上海浦东分公司  ,9/1/2016,,金融/经济研究员,金融/投资/证券,软件测试  ,  柯达（中国）投资有限公司   ,7/1/2014,4/1/2015,学生实践  ,  学生导师计划   ,9/1/2012,6/1/2014,硕士,金融工程,伯明翰大学,8000,9999,,9,21
29,5,男,上海-杨浦区,房地产项目/开发/策划主管/专员  ,  东航投资有限公司  ,6/1/2013,,房地产项目/开发/策划主管/专员,房地产,软件测试  ,  善程科技上海有限公司   ,10/1/2012,4/1/2013,（海外）餐厅领班  ,  一味餐饮   ,2/1/2009,5/1/2011,本科,软件工程,韩国国立全南大学,15000,19999,,6,27
33,8,男,上海-闸北区,软件验证工程师  ,  奥托立夫(中国)电子有限公司  ,8/1/2016,,IC验证工程师,电子技术/半导体/集成电路,业务软件工程师  ,  村田（中国）投资有限公司   ,6/1/2013,8/1/2016,软件工程师  ,  复旦软件工程系统有限公司   ,8/1/2012,6/1/2013,硕士,计算机科学与技术,皇家墨尔本理工大学,10000,14999,,38,10
35,9,男,上海-徐汇区,专业顾问  ,  上海澳美教育科技有限公司  ,1/1/2012,,专业顾问,教育/培训/院校,市场助理  ,  上海百诺食品有限公司   ,1/1/2011,1/1/2012,学生实践  ,  自定义设计市场调研   ,11/1/2009,2/1/2010,硕士,国际商务,都柏林美国学院,20000,24999,,12,3
34,9,男,上海-虹口区,其他  ,  Mininglamp  ,1/1/2015,,系统架构设计师,计算机软件,HANA Support consultant  ,  SAP   ,3/1/2012,,MES工程师  ,  HP   ,11/1/2009,3/1/2010,硕士,计算机应用,University of Tasmania,,,,,4
28,8,男,上海-杨浦区,高级软件工程师  ,  易安信公司（EMC）  ,1/1/2016,,高级软件工程师,计算机软件,信息技术经理/主管  ,  EPAM : UBS -Secure chat   ,9/1/2015,9/1/2015,互联网软件开发工程师  ,  EPAM: Project One Day Trip   ,5/1/2015,8/1/2015,硕士,计算机信息管理,Odessa National Politech University,40000,49999,,0,3
51,6,男,上海,Communication Engineer  ,"  NewRock technologies ,Inc  ",9/1/2014,,通信技术工程师,通信/电信/网络设备,Software Engineer  ,  Prologic First India Pvt ltd   ,3/1/2009,6/1/2011,Lecturer/Teaching Assistant  ,  University of Rajasthan   ,7/1/2008,2/1/2009,硕士,软件工程,"C-DAC, Centre for development of advance computing",15000,19999,,27,7
30,6,男,上海-宝山区,系统分析师  ,  近铁（中国）有限公司上海分公司  ,9/1/2011,,技术支持/维护工程师,交通/运输/物流,,,,,,,,,本科,环境工程,上海理工大学,4500,5999,,,
28,4,男,上海-浦东新区,风险量化分析师  ,  花旗银行 (Citibank China)  ,5/1/2016,,风险控制,银行,风险管理实习生  ,  广发基金管理有限公司   ,4/1/2016,5/1/2016,风险基础架构官  ,  汇丰银行(HSBC Bank China)   ,7/1/2013,7/1/2014,硕士,经济学类,英国伦敦帝国理工大学(Imperial College London),40000,49999,,1,12
30,8,男,上海-浦东新区,信息技术部开发应用  ,  交通银行上海市分行  ,12/1/2009,,项目经理,银行,助理工程师  ,  上海合强控制系统科技有限公司   ,2/1/2009,12/1/2009,,,,,本科,计算机应用,德国吕贝克应用科技大学,10000,14999,,10,
29,11,男,上海,质量管理/测试主管(QA/QC主管)  ,  上海燎星网络科技有限公司  ,6/1/2016,,质量管理/测试主管(QA/QC主管),网络游戏,游戏测试工程师  ,  上海久游网络有限公司   ,6/1/2014,6/1/2016,游戏测试员  ,  上海金酷（盛大）网络有限公司   ,12/1/2010,3/1/2012,本科,计算机网络,"California state University,northridge（美国加州州立大学北岭分校）",6000,7999,,24,15
25,1,男,上海,学生实践  ,  首届川农杯就业知识竞赛  ,3/1/2015,5/1/2015,实习生,,学生实践  ,  星火三支一扶   ,7/1/2014,8/1/2014,,,,,本科,计算机科学与技术,四川农业大学,6000,7999,2,1,
40,11,男,上海-闸北区,咨询热线/呼叫中心服务人员  ,  哈路信息技术有限公司  ,11/1/2010,,咨询热线/呼叫中心服务人员,通信/电信/网络设备,Java品质管理  ,  テクノプロエンジニアリング   ,4/1/2006,2/1/2009,学生实践  ,  三重县四日市市立图书馆志愿者   ,3/1/2006,12/1/2006,硕士,国际经济与贸易,日本铃鹿国际大学,8000,9999,,34,9
27,5,女,上海-普陀区,需求工程师  ,  CSC科技(北京)有限公司上海分公司(外派ebay)  ,2/1/2016,,需求工程师,互联网/电子商务,需求工程师  ,  国际商业机器中国有限公司（IBM）   ,2/1/2015,2/1/2016,软件测试  ,  国际商业机器中国有限公司（IBM）   ,7/1/2013,2/1/2015,本科,信息管理和信息系统,东华大学,15000,19999,,12,19
25,3,女,上海,外语培训师  ,  小小地球  ,8/1/2015,,外语培训师,教育/培训/院校,实习生  ,  BetweenDesignResearch   ,5/1/2014,7/1/2014,,,,,本科,语言文学类,Pescara University,15000,19999,,2,
27,5,女,上海-闵行区,Technical Lead  ,  上海微创软件股份有限公司  ,4/1/2015,,高级软件工程师,计算机软件,IT 工程师  ,  DB Schenker   ,7/1/2012,3/1/2015,,,,,本科,计算机应用,班加罗尔大学,20000,24999,,32,
27,3,男,上海-浦东新区,ERP工程师  ,  摩芮斯科技咨询（上海）有限公司  ,2/1/2016,,ERP实施顾问,计算机服务(系统、数据服务、维修),Supply chain software manager assistant  ,  Tellon Trading Inc   ,8/1/2014,5/1/2015,软件测试实习生  ,  ericsson 上海   ,1/1/2012,6/1/2012,硕士,计算机信息管理,University of Texas at Dallas,10000,14999,,9,5
38,15,男,上海-松江区,研发部副经理  ,  上海斯当特数码科技有限公司  ,6/1/2014,,软件工程师,娱乐/休闲/体育,软件测试工程师  ,  上海高通半导体有限公司   ,3/1/2014,6/1/2014,项目技术主管  ,  晖保智能科技（上海）有限公司   ,11/1/2011,2/1/2014,本科,计算机网络,上海复旦大学,15000,19999,,3,27
23,0,女,上海,项目经理  ,  柏泰投资咨询管理公司  ,9/1/2016,,金融产品经理,金融/投资/证券,软件测试  ,  趋势科技   ,7/1/2014,10/1/2014,,,,,硕士,工业工程,香港大学,8000,9999,,3,
32,9,男,上海-浦东新区,产品开发副总监  ,  百威英博投资（中国）有限公司  ,7/1/2016,,产品经理/主管,互联网/电子商务,产品经理  ,  MedAware Solutions   ,7/1/2015,1/1/2016,项目主管  ,  美敦力医疗器械   ,10/1/2013,,MBA,工商管理,圣路易斯华盛顿大学,40000,49999,,6,
29,7,男,上海-虹口区,网站营运经理/主管  ,  上海晓枫网络科技有限公司  ,2/1/2016,11/1/2016,网站营运经理/主管,网络游戏,网站营运经理/主管  ,  Avazu(艾维邑动)   ,3/1/2015,2/1/2016,运营专员  ,  上海纵游网络技术有限公司   ,7/1/2013,,本科,国际经济与贸易,同济大学,10000,14999,9,11,
57,32,男,上海-青浦区,其他  ,  赢创工业集团上海投资有限公司  ,1/1/2015,12/1/2015,首席技术执行官CTO/首席信息官CIO,计算机服务(系统、数据服务、维修),,,,,,,,,硕士,工商管理类,国际管理学校,70000,99999,11,,
27,3,女,上海,软件工程师  ,  中讯软件集团股份有限公司  ,3/1/2014,3/1/2015,软件工程师,计算机软件,,,,,,,,,硕士,计算机科学,纽卡斯尔大学,8000,9999,12,,
29,6,女,上海-杨浦区,售后远程技术支持工程师  ,  emc-易安信信息技术研发（上海）有限公司  ,2/1/2014,,技术支持/维护工程师,计算机硬件,测试员  ,  索利通网络系统（上海）有限公司   ,10/1/2012,12/1/2013,学生实践  ,  汉高（中国）投资有限公司人事部实习   ,6/1/2011,9/1/2011,本科,电子信息工程,香港城市大学,10000,14999,,14,3
36,13,男,上海-浦东新区,（海外）软件工程师  ,  株式会社シスプロ  ,4/1/2008,12/1/2009,软件工程师,计算机软件,测试员  ,  西工大科信软件有限责任公司   ,6/1/2006,3/1/2008,软件工程师  ,  西工大科信软件有限责任公司   ,8/1/2004,5/1/2006,本科,信息与计算科学,西北工业大学,,,20,21,21
33,13,女,上海-浦东新区,软件项目经理  ,  K-TOUCH北京天宇朗通通信设备股份有限公司  ,8/1/2013,7/1/2016,项目执行/协调人员,通信/电信/网络设备,高级开发工程师  ,  （K-TOUCH）北京天宇朗通通信设备股份有限公司   ,7/1/2007,6/1/2012,高级软件工程师  ,  德信无线通讯有限公司   ,3/1/2005,7/1/2007,硕士,工商管理,Stamford International University,20000,24999,35,59,28
35,12,男,上海-徐汇区,技术总监//项目总监/产品总监  ,  上海汇昶信息技术有限公司  ,7/1/2014,,合伙人,互联网/电子商务,产品总监  ,  百资信息科技（上海）有限公司   ,12/1/2012,7/1/2014,产品经理/主管  ,  百资信息科技（上海）有限公司   ,12/1/2012,,本科,计算机科学与技术,电子科技大学,40000,49999,,19,
26,2,女,上海,客户支持应用工程师实习生  ,  英特尔亚太研发有限公司（上海）  ,4/1/2015,10/1/2015,硬件工程师,计算机硬件,学生实践  ,  运用HFSS软件设计仿真喇叭天线   ,11/1/2014,2/1/2015,学生实践  ,  石墨烯-硅纳米线阵列参数特性测试与分析   ,7/1/2013,9/1/2013,硕士,通信工程,英国曼彻斯特大学,10000,14999,6,3,2
32,8,男,上海-长宁区,项目经理  ,  武汉达梦数据库有限公司  ,10/1/2016,,项目经理,计算机软件,售前咨询顾问  ,  上海三零卫士信息安全有限公司   ,8/1/2015,10/1/2016,项目经理  ,  上海旻瑞信息技术有限公司   ,6/1/2013,7/1/2015,硕士,软件工程,美国威斯康星大学,15000,19999,,14,25
